task,architecture,anchor_family,block,metric,value_kind,B,init_reps
single_shape,plain2_w16_gap,random_fullrank,7011,centered_logit_fidelity,random,0.010549136796757019,4
single_shape,plain2_w16_gap,random_fullrank,7011,prob_error_reduction,random,0.0515764020383358,4
single_shape,plain2_w16_gap,random_fullrank,7012,centered_logit_fidelity,random,-7.978715676921003e-05,4
single_shape,plain2_w16_gap,random_fullrank,7012,prob_error_reduction,random,0.0592914205044508,4
single_shape,plain2_w16_gap,random_fullrank,7013,centered_logit_fidelity,random,0.006159412984931367,4
single_shape,plain2_w16_gap,random_fullrank,7013,prob_error_reduction,random,0.07397897285409272,4
single_shape,plain2_w16_gap,random_fullrank,7014,centered_logit_fidelity,random,0.014409541481566078,4
single_shape,plain2_w16_gap,random_fullrank,7014,prob_error_reduction,random,0.11174760293215513,4
single_shape,plain2_w16_gap,random_fullrank,7015,centered_logit_fidelity,random,0.008984607454042559,4
single_shape,plain2_w16_gap,random_fullrank,7015,prob_error_reduction,random,0.08322737039998174,4
single_shape,plain2_w16_gap,random_fullrank,7016,centered_logit_fidelity,random,0.0014423401724593544,4
single_shape,plain2_w16_gap,random_fullrank,7016,prob_error_reduction,random,0.08718822104856372,4
single_shape,plain2_w16_gap,random_fullrank,7017,centered_logit_fidelity,random,-0.001952788029225475,4
single_shape,plain2_w16_gap,random_fullrank,7017,prob_error_reduction,random,0.09323236159980297,4
single_shape,plain2_w16_gap,random_fullrank,7018,centered_logit_fidelity,random,-0.02878286558358905,4
single_shape,plain2_w16_gap,random_fullrank,7018,prob_error_reduction,random,0.10014249477535486,4
single_shape,plain2_w16_gap,random_fullrank,7019,centered_logit_fidelity,random,0.011439497088583642,4
single_shape,plain2_w16_gap,random_fullrank,7019,prob_error_reduction,random,0.1065582986921072,4
single_shape,plain2_w16_gap,random_fullrank,7020,centered_logit_fidelity,random,0.010811391785835732,4
single_shape,plain2_w16_gap,random_fullrank,7020,prob_error_reduction,random,0.08817771356552839,4
single_shape,plain2_w16_gap,random_fullrank,7021,centered_logit_fidelity,random,0.0003236207456706556,4
single_shape,plain2_w16_gap,random_fullrank,7021,prob_error_reduction,random,0.10310710966587067,4
single_shape,plain2_w16_gap,random_fullrank,7022,centered_logit_fidelity,random,-0.0026618465056886496,4
single_shape,plain2_w16_gap,random_fullrank,7022,prob_error_reduction,random,0.10320571297779679,4
single_shape,plain2_w16_gap,random_fullrank,7023,centered_logit_fidelity,random,-0.010879861670763807,4
single_shape,plain2_w16_gap,random_fullrank,7023,prob_error_reduction,random,0.0927268760278821,4
single_shape,plain2_w16_gap,random_fullrank,7024,centered_logit_fidelity,random,0.020423718344201848,4
single_shape,plain2_w16_gap,random_fullrank,7024,prob_error_reduction,random,0.09922561421990395,4
single_shape,plain2_w16_gap,random_fullrank,7025,centered_logit_fidelity,random,0.009118865380626616,4
single_shape,plain2_w16_gap,random_fullrank,7025,prob_error_reduction,random,0.1034033796750009,4
single_shape,plain2_w16_gap,random_fullrank,7026,centered_logit_fidelity,random,0.008852294563145784,4
single_shape,plain2_w16_gap,random_fullrank,7026,prob_error_reduction,random,0.08067966066300869,4
single_shape,plain2_w16_gap,random_fullrank,7027,centered_logit_fidelity,random,-0.020529933295921975,4
single_shape,plain2_w16_gap,random_fullrank,7027,prob_error_reduction,random,0.0923404130153358,4
